"Requirement ID";"File name";"Line number in file"
"DRE-DMX-FW-REQ-0147";"ep_cmd_tx_wd.vhd";"220"
"DRE-DMX-FW-REQ-0147";"register_mgt.vhd";"261"
"DRE-DMX-FW-REQ-0147";"register_mgt.vhd";"302"
"DRE-DMX-FW-REQ-0147";"squid_data_proc_mem.vhd";"316"
"DRE-DMX-FW-REQ-0147";"squid_data_proc_mem.vhd";"458"
"DRE-DMX-FW-REQ-0148";"ep_cmd_tx_wd.vhd";"224"
"DRE-DMX-FW-REQ-0148";"register_mgt.vhd";"262"
"DRE-DMX-FW-REQ-0148";"register_mgt.vhd";"303"
"DRE-DMX-FW-REQ-0148";"squid_data_proc_mem.vhd";"317"
"DRE-DMX-FW-REQ-0148";"squid_data_proc_mem.vhd";"459"
"DRE-DMX-FW-REQ-0150";"ep_cmd_tx_wd.vhd";"291"
"DRE-DMX-FW-REQ-0150";"register_mgt.vhd";"304"
"DRE-DMX-FW-REQ-0150";"squid_adc_mgt.vhd";"254"
"DRE-DMX-FW-REQ-0155";"ep_cmd_tx_wd.vhd";"292"
"DRE-DMX-FW-REQ-0155";"register_mgt.vhd";"305"
"DRE-DMX-FW-REQ-0155";"squid_adc_mgt.vhd";"255"
"DRE-DMX-FW-REQ-0160";"err_proc.vhd";"217"
"DRE-DMX-FW-REQ-0160";"err_proc.vhd";"232"
"DRE-DMX-FW-REQ-0160";"err_proc.vhd";"283"
"DRE-DMX-FW-REQ-0160";"err_proc.vhd";"313"
"DRE-DMX-FW-REQ-0160";"err_proc.vhd";"352"
"DRE-DMX-FW-REQ-0170";"ep_cmd_tx_wd.vhd";"228"
"DRE-DMX-FW-REQ-0170";"register_mgt.vhd";"383"
"DRE-DMX-FW-REQ-0170";"squid_data_proc_mem.vhd";"215"
"DRE-DMX-FW-REQ-0180";"ep_cmd_tx_wd.vhd";"216"
"DRE-DMX-FW-REQ-0180";"register_mgt.vhd";"384"
"DRE-DMX-FW-REQ-0180";"squid_data_proc_mem.vhd";"156"
"DRE-DMX-FW-REQ-0190";"ep_cmd_tx_wd.vhd";"248"
"DRE-DMX-FW-REQ-0190";"register_mgt.vhd";"385"
"DRE-DMX-FW-REQ-0190";"squid_data_proc_mem.vhd";"623"
"DRE-DMX-FW-REQ-0200";"ep_cmd_tx_wd.vhd";"244"
"DRE-DMX-FW-REQ-0200";"register_mgt.vhd";"386"
"DRE-DMX-FW-REQ-0200";"sqm_fbk_mgt.vhd";"497"
"DRE-DMX-FW-REQ-0200";"squid_data_proc_mem.vhd";"498"
"DRE-DMX-FW-REQ-0210";"ep_cmd_tx_wd.vhd";"256"
"DRE-DMX-FW-REQ-0210";"register_mgt.vhd";"387"
"DRE-DMX-FW-REQ-0210";"register_mgt.vhd";"575"
"DRE-DMX-FW-REQ-0210";"sqm_fbk_mgt.vhd";"537"
"DRE-DMX-FW-REQ-0210";"sqm_fbk_mgt.vhd";"608"
"DRE-DMX-FW-REQ-0220";"sqm_dac_mgt.vhd";"319"
"DRE-DMX-FW-REQ-0230";"ep_cmd_tx_wd.vhd";"296"
"DRE-DMX-FW-REQ-0230";"pkg_project.vhd";"317"
"DRE-DMX-FW-REQ-0230";"register_mgt.vhd";"388"
"DRE-DMX-FW-REQ-0230";"sqm_dac_mgt.vhd";"236"
"DRE-DMX-FW-REQ-0235";"ep_cmd_tx_wd.vhd";"300"
"DRE-DMX-FW-REQ-0235";"register_mgt.vhd";"306"
"DRE-DMX-FW-REQ-0235";"sqm_dac_mgt.vhd";"268"
"DRE-DMX-FW-REQ-0240";"rst_clk_mgt.vhd";"149"
"DRE-DMX-FW-REQ-0240";"rst_clk_mgt.vhd";"165"
"DRE-DMX-FW-REQ-0240";"sqm_dac_mgt.vhd";"320"
"DRE-DMX-FW-REQ-0250";"rst_clk_mgt.vhd";"166"
"DRE-DMX-FW-REQ-0260";"dmx_cmd.vhd";"116"
"DRE-DMX-FW-REQ-0260";"rst_clk_mgt.vhd";"150"
"DRE-DMX-FW-REQ-0270";"pkg_project.vhd";"44"
"DRE-DMX-FW-REQ-0270";"pll.vhd";"196"
"DRE-DMX-FW-REQ-0270";"rst_clk_mgt.vhd";"167"
"DRE-DMX-FW-REQ-0275";"pkg_project.vhd";"318"
"DRE-DMX-FW-REQ-0275";"sqm_dac_mgt.vhd";"178"
"DRE-DMX-FW-REQ-0280";"ep_cmd_tx_wd.vhd";"279"
"DRE-DMX-FW-REQ-0280";"register_mgt.vhd";"307"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"301"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"327"
"DRE-DMX-FW-REQ-0280";"sqm_fbk_mgt.vhd";"353"
"DRE-DMX-FW-REQ-0285";"sqm_dac_mgt.vhd";"209"
"DRE-DMX-FW-REQ-0285";"sqm_fbk_mgt.vhd";"426"
"DRE-DMX-FW-REQ-0290";"ep_cmd_tx_wd.vhd";"269"
"DRE-DMX-FW-REQ-0290";"register_mgt.vhd";"308"
"DRE-DMX-FW-REQ-0290";"sqa_dac_mgt.vhd";"400"
"DRE-DMX-FW-REQ-0290";"sqa_fbk_mgt.vhd";"573"
"DRE-DMX-FW-REQ-0292";"ep_cmd_tx_wd.vhd";"270"
"DRE-DMX-FW-REQ-0292";"register_mgt.vhd";"309"
"DRE-DMX-FW-REQ-0295";"ep_cmd_tx_wd.vhd";"274"
"DRE-DMX-FW-REQ-0295";"register_mgt.vhd";"310"
"DRE-DMX-FW-REQ-0297";"ep_cmd_tx_wd.vhd";"275"
"DRE-DMX-FW-REQ-0297";"register_mgt.vhd";"271"
"DRE-DMX-FW-REQ-0297";"register_mgt.vhd";"311"
"DRE-DMX-FW-REQ-0297";"sqa_dac_mgt.vhd";"401"
"DRE-DMX-FW-REQ-0298";"ep_cmd_tx_wd.vhd";"265"
"DRE-DMX-FW-REQ-0298";"register_mgt.vhd";"272"
"DRE-DMX-FW-REQ-0298";"register_mgt.vhd";"312"
"DRE-DMX-FW-REQ-0298";"sqa_dac_mgt.vhd";"402"
"DRE-DMX-FW-REQ-0300";"ep_cmd_tx_wd.vhd";"260"
"DRE-DMX-FW-REQ-0300";"register_mgt.vhd";"389"
"DRE-DMX-FW-REQ-0300";"sqa_fbk_mgt.vhd";"435"
"DRE-DMX-FW-REQ-0305";"ep_cmd_tx_wd.vhd";"261"
"DRE-DMX-FW-REQ-0305";"register_mgt.vhd";"313"
"DRE-DMX-FW-REQ-0305";"sqa_fbk_mgt.vhd";"436"
"DRE-DMX-FW-REQ-0305";"sqa_fbk_mgt.vhd";"478"
"DRE-DMX-FW-REQ-0325";"squid_data_proc.vhd";"223"
"DRE-DMX-FW-REQ-0325";"squid_data_proc.vhd";"286"
"DRE-DMX-FW-REQ-0326";"ep_cmd_tx_wd.vhd";"232"
"DRE-DMX-FW-REQ-0326";"register_mgt.vhd";"314"
"DRE-DMX-FW-REQ-0328";"ep_cmd_tx_wd.vhd";"252"
"DRE-DMX-FW-REQ-0328";"register_mgt.vhd";"315"
"DRE-DMX-FW-REQ-0330";"ep_cmd_tx_wd.vhd";"182"
"DRE-DMX-FW-REQ-0330";"register_mgt.vhd";"227"
"DRE-DMX-FW-REQ-0330";"register_mgt.vhd";"576"
"DRE-DMX-FW-REQ-0330";"sqa_fbk_mgt.vhd";"479"
"DRE-DMX-FW-REQ-0330";"sqa_fbk_mgt.vhd";"574"
"DRE-DMX-FW-REQ-0340";"pkg_project.vhd";"89"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"403"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"433"
"DRE-DMX-FW-REQ-0340";"sqa_dac_mgt.vhd";"463"
"DRE-DMX-FW-REQ-0360";"pkg_project.vhd";"90"
"DRE-DMX-FW-REQ-0360";"sqa_dac_mgt.vhd";"488"
"DRE-DMX-FW-REQ-0360";"sqa_fbk_mgt.vhd";"480"
"DRE-DMX-FW-REQ-0370";"sqa_dac_mgt.vhd";"361"
"DRE-DMX-FW-REQ-0370";"sqa_dac_mgt.vhd";"404"
"DRE-DMX-FW-REQ-0375";"sqa_dac_mgt.vhd";"334"
"DRE-DMX-FW-REQ-0375";"sqa_fbk_mgt.vhd";"355"
"DRE-DMX-FW-REQ-0380";"ep_cmd_tx_wd.vhd";"287"
"DRE-DMX-FW-REQ-0380";"register_mgt.vhd";"316"
"DRE-DMX-FW-REQ-0385";"sqa_dac_mgt.vhd";"335"
"DRE-DMX-FW-REQ-0385";"sqa_dac_mgt.vhd";"489"
"DRE-DMX-FW-REQ-0385";"sqa_fbk_mgt.vhd";"356"
"DRE-DMX-FW-REQ-0385";"sqa_fbk_mgt.vhd";"384"
"DRE-DMX-FW-REQ-0385";"sqa_fbk_mgt.vhd";"412"
"DRE-DMX-FW-REQ-0387";"ep_cmd_tx_wd.vhd";"283"
"DRE-DMX-FW-REQ-0387";"register_mgt.vhd";"317"
"DRE-DMX-FW-REQ-0388";"sqa_dac_mgt.vhd";"257"
"DRE-DMX-FW-REQ-0388";"sqa_dac_mgt.vhd";"286"
"DRE-DMX-FW-REQ-0390";"err_proc.vhd";"400"
"DRE-DMX-FW-REQ-0390";"err_proc.vhd";"441"
"DRE-DMX-FW-REQ-0391";"err_proc.vhd";"401"
"DRE-DMX-FW-REQ-0391";"err_proc.vhd";"442"
"DRE-DMX-FW-REQ-0392";"ep_cmd_tx_wd.vhd";"236"
"DRE-DMX-FW-REQ-0392";"register_mgt.vhd";"318"
"DRE-DMX-FW-REQ-0392";"squid_data_proc_mem.vhd";"291"
"DRE-DMX-FW-REQ-0392";"squid_data_proc_mem.vhd";"432"
"DRE-DMX-FW-REQ-0393";"ep_cmd_tx_wd.vhd";"240"
"DRE-DMX-FW-REQ-0393";"register_mgt.vhd";"319"
"DRE-DMX-FW-REQ-0393";"squid_data_proc_mem.vhd";"433"
"DRE-DMX-FW-REQ-0396";"err_proc.vhd";"353"
"DRE-DMX-FW-REQ-0396";"err_proc.vhd";"402"
"DRE-DMX-FW-REQ-0396";"err_proc.vhd";"443"
"DRE-DMX-FW-REQ-0400";"err_proc.vhd";"354"
"DRE-DMX-FW-REQ-0400";"relock.vhd";"119"
"DRE-DMX-FW-REQ-0400";"relock.vhd";"145"
"DRE-DMX-FW-REQ-0400";"relock.vhd";"376"
"DRE-DMX-FW-REQ-0410";"ep_cmd_tx_wd.vhd";"304"
"DRE-DMX-FW-REQ-0410";"register_mgt.vhd";"320"
"DRE-DMX-FW-REQ-0420";"ep_cmd_tx_wd.vhd";"308"
"DRE-DMX-FW-REQ-0420";"register_mgt.vhd";"321"
"DRE-DMX-FW-REQ-0430";"ep_cmd_tx_wd.vhd";"201"
"DRE-DMX-FW-REQ-0430";"relock.vhd";"315"
"DRE-DMX-FW-REQ-0435";"ep_cmd_tx_wd.vhd";"312"
"DRE-DMX-FW-REQ-0435";"register_mgt.vhd";"390"
"DRE-DMX-FW-REQ-0435";"relock.vhd";"216"
"DRE-DMX-FW-REQ-0435";"relock.vhd";"282"
"DRE-DMX-FW-REQ-0440";"ep_cmd_tx_wd.vhd";"186"
"DRE-DMX-FW-REQ-0440";"register_mgt.vhd";"391"
"DRE-DMX-FW-REQ-0440";"test_pattern_gen.vhd";"225"
"DRE-DMX-FW-REQ-0510";"ep_cmd.vhd";"198"
"DRE-DMX-FW-REQ-0510";"register_mgt.vhd";"504"
"DRE-DMX-FW-REQ-0520";"ep_cmd_tx_wd.vhd";"208"
"DRE-DMX-FW-REQ-0530";"ep_cmd_tx_wd.vhd";"212"
"DRE-DMX-FW-REQ-0540";"ep_cmd_tx_wd.vhd";"197"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"107"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"159"
"DRE-DMX-FW-REQ-0540";"hk_mgt.vhd";"235"
"DRE-DMX-FW-REQ-0550";"hk_mgt.vhd";"160"
"DRE-DMX-FW-REQ-0550";"pkg_project.vhd";"91"
"DRE-DMX-FW-REQ-0560";"hk_mgt.vhd";"212"
"DRE-DMX-FW-REQ-0560";"pkg_project.vhd";"92"
"DRE-DMX-FW-REQ-0570";"hk_mgt.vhd";"108"
"DRE-DMX-FW-REQ-0570";"hk_mgt.vhd";"161"
"DRE-DMX-FW-REQ-0580";"ep_cmd_tx_wd.vhd";"175"
"DRE-DMX-FW-REQ-0580";"register_mgt.vhd";"171"
"DRE-DMX-FW-REQ-0580";"science_data_mgt.vhd";"504"
"DRE-DMX-FW-REQ-0580";"sqm_fbk_mgt.vhd";"683"
"DRE-DMX-FW-REQ-0590";"pkg_project.vhd";"367"
"DRE-DMX-FW-REQ-0590";"science_data_mgt.vhd";"591"
"REG_AMP_SQ_OFFSET_MODE";"ep_cmd_tx_wd.vhd";"181"
"REG_AMP_SQ_OFFSET_MODE";"register_mgt.vhd";"226"
"REG_BOXCAR_LENGTH";"ep_cmd_tx_wd.vhd";"192"
"REG_BOXCAR_LENGTH";"register_mgt.vhd";"244"
"REG_CY_A";"ep_cmd_tx_wd.vhd";"215"
"REG_CY_A";"register_mgt.vhd";"374"
"REG_CY_A";"squid_data_proc_mem.vhd";"157"
"REG_CY_AMP_SQ_INPUT_GAIN";"ep_cmd_tx_wd.vhd";"223"
"REG_CY_AMP_SQ_INPUT_GAIN";"register_mgt.vhd";"288"
"REG_CY_AMP_SQ_KI_KNORM";"ep_cmd_tx_wd.vhd";"231"
"REG_CY_AMP_SQ_KI_KNORM";"register_mgt.vhd";"289"
"REG_CY_AMP_SQ_KNORM";"ep_cmd_tx_wd.vhd";"239"
"REG_CY_AMP_SQ_KNORM";"register_mgt.vhd";"290"
"REG_CY_AMP_SQ_KNORM";"squid_data_proc_mem.vhd";"412"
"REG_CY_AMP_SQ_LOCKPOINT_V";"ep_cmd_tx_wd.vhd";"251"
"REG_CY_AMP_SQ_LOCKPOINT_V";"register_mgt.vhd";"291"
"REG_CY_AMP_SQ_OFFSET_COARSE";"ep_cmd_tx_wd.vhd";"268"
"REG_CY_AMP_SQ_OFFSET_COARSE";"register_mgt.vhd";"293"
"REG_CY_AMP_SQ_OFFSET_DAC_DELAY";"ep_cmd_tx_wd.vhd";"282"
"REG_CY_AMP_SQ_OFFSET_DAC_DELAY";"register_mgt.vhd";"296"
"REG_CY_AMP_SQ_OFFSET_FINE";"ep_cmd_tx_wd.vhd";"259"
"REG_CY_AMP_SQ_OFFSET_FINE";"register_mgt.vhd";"380"
"REG_CY_AMP_SQ_OFFSET_FINE";"sqa_fbk_mgt.vhd";"434"
"REG_CY_AMP_SQ_OFFSET_LSB";"ep_cmd_tx_wd.vhd";"273"
"REG_CY_AMP_SQ_OFFSET_LSB";"register_mgt.vhd";"294"
"REG_CY_AMP_SQ_OFFSET_LSB_PTR";"ep_cmd_tx_wd.vhd";"264"
"REG_CY_AMP_SQ_OFFSET_LSB_PTR";"register_mgt.vhd";"292"
"REG_CY_AMP_SQ_OFFSET_MUX_DELAY";"ep_cmd_tx_wd.vhd";"286"
"REG_CY_AMP_SQ_OFFSET_MUX_DELAY";"register_mgt.vhd";"297"
"REG_CY_DELOCK_COUNTERS";"ep_cmd_tx_wd.vhd";"311"
"REG_CY_DELOCK_COUNTERS";"register_mgt.vhd";"382"
"REG_CY_DELOCK_COUNTERS";"relock.vhd";"217"
"REG_CY_MUX_SQ_FB_DELAY";"ep_cmd_tx_wd.vhd";"278"
"REG_CY_MUX_SQ_FB_DELAY";"register_mgt.vhd";"295"
"REG_CY_MUX_SQ_FB_MODE";"ep_cmd_tx_wd.vhd";"255"
"REG_CY_MUX_SQ_FB_MODE";"register_mgt.vhd";"379"
"REG_CY_MUX_SQ_FB_MODE";"sqm_fbk_mgt.vhd";"538"
"REG_CY_MUX_SQ_FB0";"ep_cmd_tx_wd.vhd";"243"
"REG_CY_MUX_SQ_FB0";"register_mgt.vhd";"377"
"REG_CY_MUX_SQ_FB0";"sqm_fbk_mgt.vhd";"498"
"REG_CY_MUX_SQ_FB0";"squid_data_proc_mem.vhd";"499"
"REG_CY_MUX_SQ_INPUT_GAIN";"ep_cmd_tx_wd.vhd";"219"
"REG_CY_MUX_SQ_INPUT_GAIN";"register_mgt.vhd";"287"
"REG_CY_MUX_SQ_KI_KNORM";"ep_cmd_tx_wd.vhd";"227"
"REG_CY_MUX_SQ_KI_KNORM";"register_mgt.vhd";"375"
"REG_CY_MUX_SQ_KI_KNORM";"squid_data_proc_mem.vhd";"216"
"REG_CY_MUX_SQ_KNORM";"ep_cmd_tx_wd.vhd";"235"
"REG_CY_MUX_SQ_KNORM";"register_mgt.vhd";"376"
"REG_CY_MUX_SQ_KNORM";"squid_data_proc_mem.vhd";"356"
"REG_CY_MUX_SQ_LOCKPOINT_V";"ep_cmd_tx_wd.vhd";"247"
"REG_CY_MUX_SQ_LOCKPOINT_V";"register_mgt.vhd";"378"
"REG_CY_MUX_SQ_LOCKPOINT_V";"squid_data_proc_mem.vhd";"624"
"REG_CY_PULSE_SHAPING";"ep_cmd_tx_wd.vhd";"295"
"REG_CY_PULSE_SHAPING";"register_mgt.vhd";"381"
"REG_CY_PULSE_SHAPING";"sqm_dac_mgt.vhd";"235"
"REG_CY_PULSE_SHAPING_SEL";"ep_cmd_tx_wd.vhd";"299"
"REG_CY_PULSE_SHAPING_SEL";"register_mgt.vhd";"299"
"REG_CY_RELOCK_DELAY";"ep_cmd_tx_wd.vhd";"303"
"REG_CY_RELOCK_DELAY";"register_mgt.vhd";"300"
"REG_CY_RELOCK_THRESHOLD";"ep_cmd_tx_wd.vhd";"307"
"REG_CY_RELOCK_THRESHOLD";"register_mgt.vhd";"301"
"REG_CY_SAMPLING_DELAY";"ep_cmd_tx_wd.vhd";"290"
"REG_CY_SAMPLING_DELAY";"register_mgt.vhd";"298"
"REG_DATA_ACQ_MODE";"ep_cmd_tx_wd.vhd";"174"
"REG_DATA_ACQ_MODE";"register_mgt.vhd";"170"
"REG_DELOCK_FLAG";"ep_cmd_tx_wd.vhd";"200"
"REG_EP_CMD_ERR_ADD";"ep_cmd_tx_wd.vhd";"353"
"REG_EP_CMD_ERR_DIS";"register_mgt.vhd";"539"
"REG_EP_CMD_ERR_IN";"hk_mgt.vhd";"287"
"REG_EP_CMD_ERR_IN";"register_mgt.vhd";"552"
"REG_EP_CMD_ERR_LGT";"ep_cmd.vhd";"280"
"REG_EP_CMD_ERR_OUT";"ep_cmd.vhd";"300"
"REG_EP_CMD_ERR_WRT";"ep_cmd.vhd";"287"
"REG_FW_Version";"ep_cmd_tx_wd.vhd";"207"
"REG_HKEEP";"ep_cmd_tx_wd.vhd";"196"
"REG_HKEEP";"hk_mgt.vhd";"234"
"REG_HKEEP";"register_mgt.vhd";"499"
"REG_HW_Version";"ep_cmd_tx_wd.vhd";"211"
"REG_MUX_SQ_FB_ON_OFF";"ep_cmd_tx_wd.vhd";"178"
"REG_MUX_SQ_FB_ON_OFF";"register_mgt.vhd";"238"
"REG_Status";"ep_cmd.vhd";"332"
"REG_Status";"ep_cmd_tx_wd.vhd";"204"
"REG_Status";"pkg_ep_cmd.vhd";"53"
"REG_TEST_PATTERN";"ep_cmd_tx_wd.vhd";"185"
"REG_TEST_PATTERN";"register_mgt.vhd";"373"
"REG_TEST_PATTERN";"test_pattern_gen.vhd";"224"
"REG_TEST_PATTERN_ENABLE";"ep_cmd_tx_wd.vhd";"189"
"REG_TEST_PATTERN_ENABLE";"register_mgt.vhd";"190"
